Date,Source ,Text
08-Apr-22,National Highways: South-East,"Lanes 1 and 2 (of 4) are closed on the #M25 anti-clockwise between J10 (#A3) and J9 (#Leatherhead) following a collision between a car and a lorry. Traffic Officers are on the scene, and recovery is en route. There are 7 miles of congestion on approach causing 50-minute delays."
08-Apr-22,Cengiz Adabag,This narrow Woking road will get speed checks after residents complain of a high collision rate.
07-Apr-22,DoDriveÆ Driving School,This narrow Woking road will get speed checks after residents complain of a high collision rate.
07-Apr-22,getsurrey.co.uk,Narrow Surrey road will get speed checks after residents' complaints. Some on St John's Hill Road want a pedestrian crossing.
07-Apr-22,Jeni Taylor,This narrow Woking road will get speed checks after residents complain of a high collision rate.
07-Apr-22,Peter Owen,This narrow Woking road will get speed checks after residents complain of a high collision rate.
07-Apr-22,Woking Noticeboard,NEWS: This narrow Woking road will get speed checks after residents complain of a high collision rate.
06-Apr-22,Candy Carriers - Transport Services in Kent,M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23). Lane four is closed. Road traffic collision. Expected to clear between 09:30 & 09:45. One lane closed.
05-Apr-22,Port Moody Police,We are on the scene at a collision on Ioco Rd / Guildford Way. Northbound traffic is affected. Avoid the area.
04-Apr-22,Jambuster,A23 Duppas Hill Road (CR0) (Both Directions) at the junction of Epsom Road - The road is blocked due to a collision. Use an alternative route. #LondonTraffic https://tinyurl.com/y7f7zpeo
04-Apr-22,National Highways: South-East,All lanes are now OPEN on the #M3 eastbound between J3 #Woking #Bracknell and J2 #M25 following an earlier collision. There are only slight residual delays on the approach.
04-Apr-22,Candy Carriers - Transport Services in Kent,M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23). Lane one is closed. Road traffic collision. Expected to clear between 09:45 and 10:00. One lane closed.
04-Apr-22,National Highways: South-East,Lane 1 (of 4) is closed on the #M3 eastbound between J3 #Woking #Bracknell and J2 #M25 due to a collision. There are long delays of at least 45 minutes above usual journey times on the approach. Delays are reducing as we now have only 1 lane closed at the scene.
02-Apr-22,National Highways: South-East,Lane 1 (of 4) is closed on the #M25 clockwise between J8 #Reigate and J9 #Leatherhead following a collision. There are delays of 23 minutes above normal journey times and 3 miles of congestion.
02-Apr-22,Super Se-,"Iím not gon lie I got into a whole car accident then went to an interview ?? Just went home, took a bath in Epsom salt for a few days, and tried to stay up as long as possible in case I had a concussion."
25-Mar-22,BBC Radio London Travel,"On the anticlockwise #M25 at J8 A217 Reigate, the left lane's blocked by a collision - queues from J9 Leatherhead"
25-Mar-22,Lucy Ormsby Williams,Woman in her twenties dies in Epsom collision https://bendigoadvertiser.com.au/story/7673363/ via @BgoAddy
25-Mar-22,GOLD Central Victoria,Woman Dies in Epsom Car Crash https://goldcentralvictoria.com.au/news/local-news/117473-woman-dies-in-epsom-car-crash #GOLDCentralVictoria
25-Mar-22,Bendigo Advertiser,Woman in her twenties dies in Epsom collision https://ift.tt/WuSaHLA
24-Mar-22,National Highways: South-East,"Vehicles involved in the collision have now been moved to the hard shoulder, and all lanes have re-opened on the #M25 clockwise in #Surrey between J8 (#Reigate) and J9 (#Leatherhead). A 25-minute delay remains in the area, with 3.5 miles of congestion. Thanks for your patience."
24-Mar-22,National Highways: South-East,2 lanes (of 4) are closed on the #M25 clockwise in #Surrey between J8 (#Reigate) and J9 (#Leatherhead) due to a collision involving 2 vehicles. Emergency services are in attendance. There's a 25-minute delay on approach with 3.5 miles of congestion.
23-Mar-22,Surrey Fire & Rescue Service,"Great work during the multi-agency, multi-vehicle road traffic collision exercise at Guildford Fire Station last month. ?????? Crews & volunteers worked closely with @SECAmbulance, @Ldn_Ambulance, @ukhomeoffice Border Force and Helicopter Emergency Medical Service. #OneTeam"
23-Mar-22,Bendigo Advertiser,Nine-year-old girl hospitalised following Epsom collision https://ift.tt/lQchNfW
22-Mar-22,Weymouth FC,50' Loza puts a cross into the box from the left flank but cleared before Loza picks the ball up again but his shot is blocked. There is also a shout for a Woking penalty following a collision between Bearwish and the Woking attacker but the referee says no. (1-0) #UpTheTerras
21-Mar-22,National Highways: South-East,All lanes are now open on the #M25 anti-clockwise between J12 #M3 and J11 #Woking following an earlier collision. There is currently 5 miles of congestion on following this incident causing about 30 minutes delays above normal journey time.
21-Mar-22,National Highways: South-East,Lanes 3 and 4 (of 4) are closed on the #M25 anti-clockwise between J12 #M3 and J11 #Woking due to a collision. There is currently 3 miles of congestion on approach causing 15 min delays above normal travel time.
21-Mar-22,Stagecoach South,"#Updates Due to a car accident in Midhurst, #Service1 Worthing-Midhurst, #Service60 Chichester-Midhurst, #Service70 Guildford-Midhurst, are unable to serve Midhurst, disruptions and delays likely. We will be posting updates when we have more information."
20-Mar-22,Radio Jackie News,Surrey Police is appealing for witnesses following a serious collision in Reigate yesterday afternoon. https://bit.ly/3CXwEu7
19-Mar-22,Reigate and Banstead Beat (Surrey Police),"Did you witness a serious collision on Flanchford Road in Reigate this afternoon? If you have any info please DM us quoting ref PR/P22058209 If you do not wish to leave your name, please call the independent charity Crimestoppers on 0800 555 111."
19-Mar-22,Surrey Police,"Did you witness a serious collision on Flanchford Road in Reigate this afternoon? If you have any info please DM us quoting ref PR/P22058209 If you do not wish to leave your name, please call the independent charity Crimestoppers on 0800 555 111."
19-Mar-22,Cre8ve??????????????????,"So sorry! Tylenol and soak in Epsom salts. I was in a serious car accident and still have nightmares, 12 years later =/"
18-Mar-22,National Highways: South-East,All lanes now open on the #M25 clockwise between J10 #Guildford and J11 #Woking following a collision. There are long residual delays of at least 60 minutes above usual journey times between J9 #Reigate and J11.
18-Mar-22,National Highways: South-East,Lane 1 (of 4) is closed on the #M25 clockwise between J10 #Guildford and J11 #Woking due to a collision. There are long delays of at least 60 minutes above usual journey times between J9 #Reigate and J11.
17-Mar-22,Here nor There,"Oh, I am so sorry. I had a cold right after a bad car accident and coughing and sneezing made me cry, and I am not a crier. Wrap a big pillow around yourself and then hug it/yourself. It helps, soaking in Epsom salts is the bomb."
17-Mar-22,National Highways: South-East,Lane 1 (of 4) is closed on the #M25 anti-clockwise between J9 #Leatherhead and J8 #Reigate due to a collision. Recovery has been arranged and will be on scene shortly. There are long delays back to J9 adding at least 40 minutes to average journey times.
16-Mar-22,National Highways: South-East,"UPDATE: The remaining lane closure has been removed on the #M25 anti-clockwise between J8 #Reigate and J7 #M23 following the earlier collision. Traffic is flowing freely in all lanes, and residual delays have cleared. Thank you for your patience this evening #Surrey."
16-Mar-22,National Highways: South-East,Lanes 3 & 4 have reopened. Only 1 lane remains closed at the scene of this #M25 anti-clockwise between J8 #Reigate & J7 #M23 collision. Please take care on the approach as the emergency services remain at the scene. There are severe delays on the approach. #Surrey.
16-Mar-22,National Highways: South-East,"#Surrey, please be aware lanes 1, 3 & 4 (of 4) are currently closed on the #M25 anti-clockwise between J8 #Reigate & J7 #M23 due to a collision. Only lane 2 (of 4) remains open past the scene. There are long delays on the approach, adding at least 45 minutes to journey times."
15-Mar-22,Candy Carriers - Transport Services in Kent,Tuesday 15th March 2022 @ 08:45 M25 Accident Report M23 southbound between junctions J8 (Reigate) & J9 (Gatwick Airport) Lane one is closed Road traffic collision Expected to clear between 09:15 & 09:30 One lane closed.
14-Mar-22,National Highways: South-East,"""There are long residual on the #M25 clockwise between J9 #Leatherhead and J10 #A3 #London following an earlier collision. All lanes are now open however journey are being delayed by at least 50 minutes. Please allow plenty of extra time for journeys if heading this way."""
14-Mar-22,Mole Valley Beat (Surrey Police),"""Road Traffic Collision: LEATHERHEAD BY-PASS jnc / HEADLEY ROAD Fri 11 Mar 1120 - 1135 involving a blue SUV and another vehicle. Witnesses or any dash cam footage could they please contact SURREY POLICE and quote ref 45220026787. PC 40898 Tiramani"""
10-Mar-22,Australian Traffic Network WA,"""Mount Lawley - collision in the left hand lane eastbound Guildford Rd at East Pde"""
09-Mar-22,Candy Carriers - Transport Services,"""Wednesday 9th March 2022 @ 17:10 M25 Accident Report M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lane one is closed Road traffic collision Expected to clear between 17:30 & 17:45 One lane closed"""
05-Mar-22,Australian Traffic Network QLD,"""Tarragindi - multi-vehicle collision southbound Pacific Motorway before Esher St"""
03-Mar-22,LKJ News Reporter,"""Breaking News The family of 19-year-old Christian Rowe from West End, Woking have today paid tribute to him following his death during a road traffic collision on Thursday, 20 January"""
03-Mar-22,LKJ News Reporter,"""Breaking News from@UKNIP247 The family of 19-year-old Christian Rowe from West End, Woking have today paid tribute to him following his death during a road traffic collision on Thursday, 20 January"""
26-Feb-22,Charmian Hughes,"""#redhill #reigate @HarlequinTheat a lovely lady Liz helped me after my car accident last night but her number seems to have translated itself into someone elseís overnight! If anyone knows Liz and her son please say thankyou!"""
23-Feb-22,Australian Traffic Network WA,Bayswater - collision in the right hand lane southbound Tonkin Highway at Guildford Road
22-Feb-22,Radio Jackie News,A woman has been taken to hospital with serious injuries after a collision in Leatherhead.
22-Feb-22,linktr.ee/LeatherheadLiving,Witness appeal following collision in Leatherhead
22-Feb-22,Roads Policing - Surrey Police - UK,Did you witness a collision in #Leatherhead at around 9am this morning? The collision occurred on the A243 near the Highways England Leatherhead Depot & involved a black Ford Focus & black Mini Cooper. Please DM us if you have any info or dashcam footage.
22-Feb-22,Mole Valley Beat (Surrey Police),Did you witness a collision in Leatherhead at around 9am this morning? The collision occurred on the A243 near the Highways England Leatherhead Depot & involved a black Ford Focus & black Mini Cooper. Please DM us if you have any info or dashcam footage.
17-Feb-22,Pulp Librarian,"The next morning her abandoned Morris Cowley was found in the bushes at Newlands Corner, Guildford. It looked like a car accident, but the driver was missing. The headlights were on and a suitcase and coat remained in the back seat."
15-Feb-22,National Highways: South-East,2 of (4) lanes are closed on the #M25 anti-clockwise between J10 and J9 near #LeatherHead following a multiple vehicle collision. #TrafficOfficers and emergency services are en route to assist. Please allow extra time for your journey as delays are building.
14-Feb-22,BBC Sussex and Surrey Travel,"On the anticlockwise #M25 between J9 Leatherhead and J8 Reigate, the left lane's blocked by a collision, causing queues"
14-Feb-22,Woking Beat (Surrey Police),"We're appealing for witnesses following a collision between two cars & a cyclist on Alpha Rd in Woking yday. If you saw this incident, or anything suspicious involving a white BMW in the area at the time, pls DM us. More info > https://surrey.police.uk/news/surrey/news/2022/02/witness-appeal-following-collision-in-woking/"
14-Feb-22,Jeni Taylor,M25 collision closes lanes near Reigate and Leatherhead https://getsurrey.co.uk/news/surrey-news/m25-collision-closes-lanes-near-23086882
14-Feb-22,NewsOnePlace.com,(SurreyLive):#M25 collision closes lanes near #Reigate and Leatherhead : Two lanes were closed on the M25 clockwise near Reigate and Leatherhead following a road traffic collision during the early hours of Monday morning .. #TrendsSpy
14-Feb-22,DoDriveÆ Driving School,M25 collision closes lanes near Reigate and Leatherhead https://ift.tt/iXZV2Oj #driving #news
14-Feb-22,Peter Owen,M25 collision closes lanes near Reigate and Leatherhead https://bit.ly/3oMZBmH #driving #news
12-Feb-22,Rushmoor Fire Station,"GW on 02P7 & 02P5, a Surrey appliance and ambulance crews sent to a road traffic collision involving two cars in Farnham. One female casualty extricated from vehicle and now in the care of the ambulance service."
11-Feb-22,Candy Carriers - Transport Services,Friday 11th February 2022 @ 13:15 M25 Accident Report M25 anticlockwise between junctions J10 (Guildford) & J9 (Leatherhead) Hard shoulder & lane 1 closed Road traffic collision Expected to clear between 14:00 & 14:15 One lane closed
10-Feb-22,Surrey Police,We need witnesses following a fatal #collision in #Guildford yesterday on Woodbridge Rd at 11.55am between a black Ford Fiesta & a pedestrian. If u have any info please DM us quoting ref PR/45220014848 or Crimestoppers on 0800 555 111. https://surrey.police.uk/news/surrey/news/2022/02/witness-appeal-following-fatal-collision-in-guildford/
09-Feb-22,Texas Darkxaur Massacre,"Crikey, this shift's been a bit of a hot mess. The bus not showing up until nearly 1.30pm because of a car crash in Guildford didn't help matters."
09-Feb-22,Surrey Police,Please be aware that we are currently dealing with a #collision on Woodbridge Rd #Guildford & have had to close the dual carriageway in both directions from the Magnet showroom by Burger King up to the roundabout that leads on to the #A3. Please avoid the area
09-Feb-22,Guildford Beat (Surrey Police),"Please be aware that we are currently dealing with a collision on Woodbridge Rd #Guildford &, as a result, we have had to close the dual carriageway in both directions from the Magnet showroom by Burger King up to the roundabout that leads on to the #A3. Please avoid the area"
08-Feb-22,Candy Carriers - Transport Services,Tuesday 8th February 2022 @ 08:40 M25 Accident Report M3 westbound between junctions J2 (Gatwick M23) & J3 (Woking) Lanes 1 & 2 closed Road traffic collision Expected to clear between 10:30 & 10:45 Two lanes closed
08-Feb-22,National Highways: South-East,"3 lanes (of 4) are closed on the #M3 westbound between J2 (#M25) and J3 #Woking due to a collision. Delays are building, currently 4 miles of congestion which will add around 30 minutes to normal journey times."
07-Feb-22,Dorset Eye (Independent Citizen Community Media),"Man jailed in connection with fatal collision in Wool - https://dorseteye.com/man-jailed-in-connection-with-fatal-collision-in-wool/ - A motorist who admitted that his dangerous driving caused a fatal road traffic collision in Wool has been jailed. Stephen Sheppard, aged 41 and of Redhill Drive in Bournemouth, appeared at Bo..."
07-Feb-22,National Highways: South-East,Update: All lanes are now open on the #M25 clockwise between J9 (#Leatherhead) and J10 (#Wisley) following an earlier collision. There are 8 miles of congestion following this incident with delays of 30 mins above normal travel time. Please allow time for these delays to clear.
05-Feb-22,Ipswich Reds,?? All 64s are delayed due to a collision at Farnham. The 1105 from Ipswich to Aldeburgh wonít be able to run as a result ^RS
05-Feb-22,Felixstowe & Woodbridge Police,"Emergency Services are currently on scene on the #A12 south of #Snape bypass near #farnham dealing with a road Traffic Collision (RTC), please avoid the area as road is closed. Sc-05022022-89 #1330"
05-Feb-22,Halesworth Police,"Emergency Services are currently on scene on the #A12 south of #Snape bypass near #farnham dealing with a road Traffic Collision (RTC), please avoid the area. Sc-05022022-89 #1330"
02/04/2022,Tom Drew,"@CrispinBlunt you are er, umm, ahh trending and it ainít for a good reason. Utter car crash performance tonight, blindly supporting the PM. But an 18,000 majority apparently so umm, er, ahhÖ #Reigate"
02/03/2022,Hampshire & Isle of Wight Fire Control,"2103 @Grayshott07 @LiphookFire13 attended a road traffic collision over the border in Tilford Road, Farnham and carried out scene safety. One casualty handed to South East Ambulance Service. Time of stop 2142."
02/03/2022,Roads Policing - Surrey Police - UK,"We are on scene at a minor Road Traffic Collision on the M25 at Reigate. Minor injuries reported, Slight congestion in approach."
02/03/2022,BBC Sussex and Surrey Travel,Police reporting a collision on #Reigate Hill
02/03/2022,BBC Sussex and Surrey Travel,The 2 cars involved in the collision on the #A217 #Reigate Hill are off the road and delays are easing
1/31/2022,Australian Traffic Network WA,Bayswater - collision in the right hand lane northbound Tonkin Highway after Guildford Road
1/31/2022,Sussex Roads Police,"We are appealing for witnesses after a fatal collision involving a lorry & a pedestrian in Guildford Road, Horsham today (31/01). A man in his 70s sadly died at the scene. Anyone with information is asked to contact us. Read more information here ?? https://orlo.uk/cwgE6."
1/31/2022,Horsham Police,"We are appealing for witnesses after a fatal collision involving a lorry and a pedestrian in Guildford Road, Horsham today (31/01). A man in his 70s sadly died at the scene. Anyone with information is asked to contact us. Read more information here ?? https://orlo.uk/vo60t."
1/31/2022,PC Glen McArthur,"A281 Guildford Road, Horsham currently closed due to a serious collision. Please seek alternative route."
1/31/2022,Guildford Tweets,Pedestrian involved in serious collision on A3 near Guildford - Surrey Live http://dlvr.it/SJ5Zmc.
1/30/2022,National Highways: South-East,Traffic is currently stopped on the #A3 southbound between #A3100 and #A320 near #Guildford due to a collision. @SurreyPolice are on scene and we have deployed resources to assist. There is 1.3 miles of congestion on approach to this incident.
1/30/2022,NewsOnePlace.com,(SurreyLive):#Man arrested at #Guildford railway station after crash in Normandy required 'vital first aid' : Officers say arrest followed previous road traffic collision where 'vital first aid' was needed .. #TrendsSpy http://newsoneplace.com/8473932112/man-guildford-normandy-arrested-railway-station-required.
1/30/2022,BTP Surrey,"Following the earlier Road Traffic Collision, officers were called to Guildford Railway Station for reports of an aggressive male. At this time one male is in custody for assaulting an Emergency Service Worker, Theft and offences contrary to the Dangerous Dogs Act 1991. #61016."
1/30/2022,BTP Surrey,"29/01/22 While on investigation enquires officers discovered a road traffic collision on Guildford Road, Normandy providing vital first aid until the arrival of our colleagues from @GuildfordBeat and @SECAmbulance. #WeAreBTP #All1Team."
1/27/2022,Candy Carriers - Transport Services in Kent,Thursday 26th January 2022 @ 08:45 M25 Accident Report M3 eastbound between junctions J3 (Woking) & J2 (Gatwick M23) Lane four is closed Road traffic collision Expected to clear between 09:15 & 09:30 One lane closed
1/27/2022,NPC,"Replying to @Jay_Beecher Very compelling, but the car crash interview by Andrew hasn't helped his cause either, pizza in Woking nonsense."
1/25/2022,BBC Radio London Travel,Replying to @BBCTravelAlert Long delays #M25 Anticlockwise from before J8 #Reigate to J6 #Godstone after a collision + an oil leak. The inside lane is closed from J7 M23 to J6.
1/25/2022,BBC Radio London Travel,Long delays #M25 Anticlockwise from J9 #Leatherhead to J6 #Godstone after a collision + an oil leak. Two lanes are closed from J7 #M23 to J6.
1/22/2022,365 Days of Motoring,"63 years ago today (22 January 1959) Mike Hawthorn, only months into his retirement after becoming Britainís first #F1 Champion, was tragically killed at the age of 29 in a car crash on the A3 #Guildford bypass in #Surrey, England. http://bit.ly/2mDFYg9 #Formula1 #Motorsport"
1/21/2022,Reigate and Banstead Beat (Surrey Police),"The family of a motorcyclist who died following a collision on the A25 between #Dorking and #Reigate on Saturday (15 January), said he would be ìforever remembered for his kindness and gentle mannerismsî. Read the full tribute here: https://surrey.police.uk/news/surrey/news/2021/tribute-to-motorcyclist-following-a25-collision/"
1/21/2022,Mole Valley Beat (Surrey Police),"The family of a motorcyclist who died following a collision on the A25 between #Dorking and #Reigate on Saturday (15 January), said he would be ìforever remembered for his kindness and gentle mannerismsî. To read the full tribute, click here: https://surrey.police.uk/news/surrey/news/2021/tribute-to-motorcyclist-following-a25-collision/"
1/21/2022,Surrey Police,"The family of a motorcyclist who died following a collision on the A25 between #Dorking and #Reigate on Saturday (15 January), said he would be ìforever remembered for his kindness and gentle mannerismsî. To read the full tribute, please click here: https://surrey.police.uk/news/surrey/news/2021/tribute-to-motorcyclist-following-a25-collision/"
1/21/2022,Guildford will vote yes,Replying to @DrVicFielding Women does in car crash (but she had terminal cancer)
1/20/2022,Birmingham Police,#TRAFFIC
1/19/2022,Radio Jackie News,Police have named a teenager killed in a collision with a lorry in Epsom before Christmas. https://bit.ly/32d7EBe
1/18/2022,Jonesy,Absolute car crash. Boris would've been more believable saying he wasn't there because he was in a Pizza Express in Woking and that he wouldn't have needed to have gone into the garden because at that time he couldn't sweat.
1/18/2022,Sky News,"'You are just taking the mickey out of the British people by suggesting it was a work event'. [PM's head down] 'You know how silly that sounds don't you?' ""I repeat my deep apology for mistakes that may've been made on my watch"", answers Boris Johnson. https://news.sky.com Show more"
1/17/2022,Yarra Trams,Due to a tram and car collision in Epsom Road - Route 57 trams run in sections with no trams between Stop 20 Melrose Street and Stop 33 Melbourne Showgrounds. - Passengers may consider Bus 404 on Ascot Vale Road as an alternative.
1/16/2022,BBC Radio London Travel,#Brockham: #A25 Reigate Rd is closed btwn Brockham Lane and B2032 Station Rd for emergency repairs after a serious collision. Traffic btwn Reigate and Dorking is affected.
01/12/2022,Jambuster,A118 London Road (RM7) (Both Directions) at the junction of Esher Avenue - Road closed due to a road traffic collision. Use an alternative route. Traffic is reported to be slow moving on diversion. #LondonTraffic
01/12/2022,Jambuster,A118 London Road (RM7) (Both Directions) at the junction of Esher Avenue - Road closed due to a road traffic collision. Use an alternative route. #LondonTraffic
01/12/2022,Jambuster,A118 London Road (RM7) (Both Directions) at the junction of Esher Avenue - Road closed due to a road traffic collision. Use an alternative route. #LondonTraffic
01/12/2022,Yarra Trams,Update 1.30pm - Due to a collision on Epsom Road near Flemington Racecourse - Route 57 trams run in sections with no trams between Stop 20 Melrose Street and Stop 37 Union Road. Details: http://bit.ly/33pQ2m7
01/12/2022,Yarra Trams,Update 1pm - Due to a collision on Epsom Road near Flemington Racecourse - Route 57 trams run in sections with no trams between Stop 20 Melrose Street and Stop 37 Union Road. Details: http://bit.ly/33pQ2m7
01/12/2022,VicTraffic,"Raceourse Road, Flemington closed near the Epsom Road roundabout after tram wires were brought down by a truck attempting to avoid a separate collision between a bus and tram. Consider Smithfield Road, Ballarat Road and Gordon Street. Route 57 @yarratrams disrupted. #victraffic"
01/12/2022,Yarra Trams,Update 12:32PM - due to a collision on Epsom Road near Flemington Racecourse - Route 57 trams run in sections with no trams between Stop 20 Melrose Street and Stop 37 Union Road. - Passengers may consider Upfield and Craigieburn Line trains as alternatives.
01/12/2022,Yarra Trams,Due to a collision on Epsom Road near Flemington Racecourse - Route 57 trams run in sections with no trams between Stop 20 Melrose Street and Stop 37 Union Road. - Passengers may consider Upfield and Craigieburn Line trains as alternatives.
01/12/2022,the ModFather,"For all the people who said ""You'll really feel it tomorrow"" after getting in a car accident last night.... Update....if it ever happens to you (I pray it never does) ... soak your whole body in a hot Epsom salt bath its amazing!"
01/12/2022,UK News in Pictures(@UKNIP247),The A3 has been closed in both directions near Guildford in Surrey following a serious collision involving a pedestrian Police were called to the scene between the Send junction and Guildford junction at around 2am. Drivers are asked to avoid the area.
01/11/2022,BBC Radio London Travel,Update: #M25 has fully reopened Clockwise btwn J8 #Reigate and J9 #Leatherhead following investigations after a fatal collision. Expect residual delays in the area.
01/11/2022,BBC Radio London Travel,"#M25 stays closed Clockwise btwn J8 Reigate and J9 #Leatherhead for investigations following a fatal collision. Delays to J7 #M23 & on diversion A217, A240 + #A3. Q's also for A23 & A24. @SurreyPolice are appealing for dash cam footage. Estimated reopening time at 15:00."
01/11/2022,Candy Carriers - Transport Services in Kent,Tuesday 11th January 2022 @ 13:20 M25 Accident Report M25 clockwise between junctions J8 (Reigate) & J9 (Leatherhead) Road traffic collision Expected to clear between 17:00 & 17:15 All lanes are closed
01/11/2022,Candy Carriers - Transport Services in Kent,Tuesday 11th January 2022 @ 13:20 M25 Accident Report M25 clockwise entry slip at junction J8 (Reigate) Road traffic collision Expected to clear between 17:00 & 17:15 All lanes are closed
01/11/2022,BBC Radio London Travel,Re: #Guildford #A3 has reopened each way btwn A3100 / Burpham and A25 / Guildford Junction following investigation work after a serious collision.
01/11/2022,UK News in Pictures(@UKNIP247),A woman has died following a collision on the A3 earlier this morning We were called to the A3 between the Send Junction and Guildford Junction at around 2am on the 11y January 2022 following reports of a pedestrian being struck by a car.
01/11/2022,Surrey Police,"Following a fatal collision this morning, the southbound carriageway of the A3 between Send Junction and Guildford Junction has now re-opened. The northbound carriageway is expected to re-open in the next 30 mins."
01/11/2022,BBC Radio London Travel,"The clockwise #M25 between #J8 #A217 Reigate + #J9 #A243 Leatherhead is expected to be closed for some time for an investigation following a serious collision earlier - queues from before #J6 @NationalHways official diversion A217, A240, A24, A240 to Tolworth and then A3 to M25."
01/11/2022,BBC Sussex and Surrey Travel,Traffic on the clockwise M25 is being taken off at J8 due to an accident between Reigate and Leatherhead. The earlier hold between J7 and J8 was to put cones across for the closure. The motorway is likely to be closed for some time J8-J9 following a collision involving a lorry
01/11/2022,BBC Radio Surrey,TRAVEL M25 is officially closed clockwise between J8 and J9 with a hold further back between J7 and J8 - due to a collision involving a lorry and a car after Reigate. As you can see it's incredibly foggy in the area. Follow @BBCSurreyTravel for full updates
01/11/2022,BBC Sussex and Surrey Travel,M25 is officially closed clockwise between J8 and J9 with a hold further back between J7 and J8 - due to a collision involving a lorry and a car after Reigate. As you can see it's incredibly foggy in the area.
01/11/2022,Surrey Police,"Following a serious collision involving a pedestrian in the early hours of this morning, the A3 remains closed between the Send Junction and Guildford Junction in both directions. We advise you to avoid the area if possible. More > https://surrey.police.uk/news/surrey/news/2022/01/witness-appeal-following-serious-collision-on-a3/"
01/11/2022,BBC Radio London Travel,"Also on the clockwise #M25 between #J8 #A217 Reigate and #J9 #A243 Leatherhead, the left lane's blocked by a collision - very foggy too"
01/11/2022,"LKJ News Reporter also founder, CEO Jaggar Street",Breaking News The A3 has been closed in both directions near Guildford in Surrey following a serious collision involving a pedestrian https://ift.tt/3HSn1y9
01/11/2022,Jeni Taylor,Pedestrian involved in serious collision on A3 near Guildford https://getsurrey.co.uk/news/surrey-news/witness-appeal-following-serious-collision-22707574
01/11/2022,DoDriveÆ Driving School,Pedestrian involved in serious collision on A3 near Guildford https://ift.tt/3Fd1ajh #driving #news
01/11/2022,UK News in Pictures(@UKNIP247),The A3 has been closed in both directions near Guildford in Surrey following a serious collision involving a pedestrian Police were called to the scene between the Send junction and Guildford junction at around 2am. Drivers are asked to avoid the area. https://uknip.co.uk/breaking/news-277424/the-a3-has-been-closed-in-both-directions-near-guildford-in-surrey-following-a-serious-collision-involving-a-pedestrian/
01/11/2022,BBC Radio Surrey,The A3 has been closed in both directions near Guildford following a serious collision involving a pedestrian. Police were called to the scene between the Send junction and Guildford junction at around 2am. Drivers are asked to avoid the area. Diversions are in place.
01/11/2022,BBC South East,The A3 has been closed in both directions near Guildford in Surrey following a serious collision involving a pedestrian. Police were called to the scene between the Send junction and Guildford junction at around 2am. Drivers are asked to avoid the area. Diversions are in place.
01/11/2022,BBC Radio London Travel,"The #A3 is closed in both directions between the #A3100 #Burpham exit and the #A322 / A25 #Dennis junction in #Guildford, for an investigation after a collision at 0200 this morning. It's expected to be closed through the morning and there's a diversion through Guildford."
01/11/2022,Surrey Police,"The #A3 is closed between the Send and Guildford Junctions following a serious collision at around 2AM. If you have any info please DM us quoting ref PR/P22006930. If you do not wish to leave your name, please call the independent charity Crimestoppers on 0800 555 111."
01/11/2022,National Highways: South-East,"If you're heading #A3 #Guildford, please be aware the road is closed in both directions between #A3100 #Burpham and #A322 following a serious collision. Diversion details can be found here: https://nationalhighways.co.uk/travel-updates/travel-alerts/"
01/11/2022,National Highways: South-East,We're getting reports of a serious collision closing the #A3 in both directions between #A3100 and #A320 #Guildford. @SurreyPolice are on scene. More information to follow regarding diversion routes.
01/10/2022,Guildford will vote yes,Innocent passenger with terminal cancer dies in drunk driver car crash. Morrison: They were going to die anyway
01/07/2022,Jambuster,A217 Reigate Avenue (SM3/SM1) (Both Directions) at the junction of Glastonbury Road - A collision has blocked the road. Traffic is slow moving on both Reigate Avenue and Rose Hill. Expect delays. Consi #LondonTraffic
01/03/2022,Jambuster,A23 Duppas Hill Road (Eastbound) at the junction of Epsom Road - Road closed due to a collision. Please use an alternative route. #LondonTraffic
01/03/2022,Radio Jackie News,A motorcyclist has died after a collision in Epsom. https://bit.ly/3zkAiMY
01/03/2022,Stan Theman,Yes his interview was a bit of a car crash but can any of the royals really be that thick? - they have advisors so they'd have to be out of touch as well. If he made up this engagement at Woking there is no way that he won't be easily rumbled.
04/10/2022,Hendondave,Wimbledon replaced Dickie Guy (the hero of their FA Cup ties with Leeds) with Surrey & England cricketer Graham Roope. At a reserve game between @HendonFC and @KingstonianFC he bravely came out to stop Mike Gatting. A collision might have left Englandís middle order rather short.
02/11/2022,JD,"So if you witness a car accident and didn't film it, I guess it never happened"
1/25/2022,West K News,Semi-driver from Surrey dies following collision outside of Golden
03/05/2022,LFB Richmond,Mid stream collision exercise between Surrey and LFB just about to start
1/19/2022,Owdrider,"Mr Dullard admits, online, that he has anger issues over people legally going about their business. One to be saved for the inevitable ""collision"" with a vulnerable road user? From Surrey @SurreyRoadCops"
03/01/2022,24 Hr Collision Center - Surrey,Leave the collision damage in the rearview when you come to 24 Hr Collision Center - Surrey for repairs.
5/15/2022,ALL INDIA MILLI ULAMA BOARD,"Devastating news about the death of Andrew Symonds at the age of only 46 in a car crash. Part of a great Australian Test & ODI side & former Kent, Gloucestershire, Lancashire & Surrey player. Recall his innings of 143 in Wanderers v Pakistan in the 2003 World Cup. #Rip"
